epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,2035.8,0.46859,0.37012,1.00385,0.93827,0.91402,0.96466,0.91533,0.31953,0.29366,0.87412,0.0007435,0.0007435,0.0007435
189,2997.06,0.46642,0.36878,1.00114,0.939,0.91276,0.96465,0.91527,0.31924,0.29287,0.87409,0.000694,0.000694,0.000694
190,3997.66,0.4752,0.37847,1.00651,0.93841,0.91428,0.96468,0.91497,0.31917,0.2931,0.87401,0.0006445,0.0006445,0.0006445
191,5077.63,0.2599,0.17376,0.82467,0.9383,0.91437,0.96458,0.91528,0.31922,0.29323,0.87395,0.000595,0.000595,0.000595
192,6043.04,0.25559,0.1693,0.82255,0.93888,0.91275,0.9646,0.91577,0.31859,0.29316,0.87278,0.0005455,0.0005455,0.0005455
193,6955.05,0.25445,0.17028,0.82566,0.93935,0.91316,0.96463,0.91577,0.31857,0.29307,0.87267,0.000496,0.000496,0.000496
194,7985.41,0.25304,0.16555,0.8244,0.94068,0.91245,0.96465,0.91573,0.31798,0.29363,0.87204,0.0004465,0.0004465,0.0004465
195,9028.18,0.24602,0.16254,0.81671,0.94139,0.91232,0.96476,0.91593,0.31755,0.29347,0.87186,0.000397,0.000397,0.000397
196,10047.4,0.24864,0.16206,0.81845,0.94222,0.91168,0.96474,0.91586,0.31759,0.29299,0.87201,0.0003475,0.0003475,0.0003475
197,10963.9,0.24458,0.15854,0.81832,0.94216,0.91143,0.96465,0.91603,0.31716,0.2929,0.87163,0.000298,0.000298,0.000298
198,11950,0.24301,0.15789,0.81551,0.94136,0.91124,0.96454,0.91588,0.317,0.29259,0.87141,0.0002485,0.0002485,0.0002485
199,12785.9,0.24688,0.15758,0.8181,0.94124,0.91106,0.96456,0.91633,0.31682,0.29287,0.87135,0.000199,0.000199,0.000199
200,13665.5,0.24159,0.15827,0.81776,0.94078,0.91029,0.96458,0.91663,0.31644,0.29217,0.87124,0.0001495,0.0001495,0.0001495
